Rank,Name,Tags,Rating
10206,Glass Fleet Specials,no synopsi yet - check back soon! kousukeyamashita sci fi outer space 2007 movi,3.21
10207,Escha Chron,"escha and chron are as differ as night and day, but togeth they eke out a life in the colorless world of terminal, a post-apocalypt wasteland in the far-flung future. their monochromat lifestyl changes, however, when they arriv in the present-day transit, where color and music abound. there they encount new sight and sound unlik anyth theyv seen before, and with each new experience, their home world of termin gradual begin to change. seijimizushima fantasi post-apocalypt 2017 ova",3.21
10208,Hamtaro Movie 1: Ham Ham Land no Daibouken,"it hiroko birthday, and hiroko isnt pay much attent to him. hamtar then went with the ham-ham to ham ham land. hamtar is search for the magic sunflow seed, but, he will have to battl maou-hamu for it. ritsukokawai adventur fantasi anim protagonist famili friendli hamster non-human protagonist 2001 movi",3.21
10210,Gall Force 5: Earth Chapter,"mani of earth survivor have been success evacu to the mar base, leav sandi neuman and the other remain militari forc to continu their fight against the machines. thirti secret missil silo are the earth forc best bet to take down the mme citadel in australia, but their comrad on mar are hesit to offer their support. against all odds, sandi and the gang must endur the bloodsh and tri desper to turn the tide of war - but the mme wont go down so easily... katsuhitoakiyama action sci fi post-apocalypt robot war origin work 1989 ova",3.21
10211,Neko Hiki no Ororane,"it is the holiday season. a young man encount a drunken cat that belong to an old man in an alleyway. when the young man later goe to a restaurant, he learn that the old man ha train hi three cat to sing. the young man is impress and learn the secret behind the sing cats. mizuhonishikubo fantasi cat 1992 movi",3.21
10212,Tomoyo Harada & Keiichi Suzuki: Amefuri Kuma no Ko,"“rain fall in the mountain, danc on the groundform a small stream of water a mischiev bear run by the stream. silent he look down at the water, and wonder if there is a fish…” kojiyamamura anim protagonist bear famili friendli non-human protagonist 2010 movi",3.21
10214,Panyo Panyo Di Gi Charat,"panyo panyo is a prequel to the di gi charat televis series/ovas, take place when dejiko and puchiko are young(er) girls. bore with the dreari of their castl on planet di gi charat, they escap to the town to do what they want to do the most -- help other be happy! much of the trademark random of the di gi charat saga ha been replac in panyo panyo with syrupi sweet and super-cut animation. shigehitotakayanagi comedi alien chibi non-human protagonist short episod 2002 longseri",3.21
10215,Boku wa Robot-goshi no Kimi ni Koi wo Suru PV,"the novel stori is set in the year 2060 with tokyo third olymp close at hand. while a secret project use robot move forward, notic of a terrorist threat arrives. the stori protagonist combat terror and aim to protect the heroine, to whom he ha given hi heart. plot twist come one after anoth as the stori unfold to a move conclusion. shinwakabayashi romanc sci fi promot short base on a novel 2017 movi",3.21
10217,Time Bokan Series: Time Patrol Tai Otasukeman,no synopsi yet - check back soon! hiroshisasagawa action sci fi 1980 longseri,3.21
10219,Little Nemo: Adventures in Slumberland Pilot (1987),no synopsi yet - check back soon! winsormccay adventur fantasi dream world famili friendli short 1987 movi,3.21
10220,Flying Lotus: More,no synopsi yet - check back soon! shinichirouwatanab sci fi non-human protagonist robot 2019 movi,3.21
10221,Yoshigayo Isoge,no synopsi yet - check back soon! hiroshinishimura famili friendli minna no uta 1994 movi,3.21
10225,Wonder Beat Scramble,no synopsi yet - check back soon! tsuneotominaga action sci fi outer space origin work 1986 longseri,3.21
10226,Oyako Club,no synopsi yet - check back soon! eiken comedi short episod 1994 longseri,3.21
10228,Potecco Babies,no synopsi yet - check back soon! yosukesuzuki comedi short episod 2010 ova,3.21
10230,Super Mario no Shouboutai,no synopsi yet - check back soon! shigerunishiyama educ famili friendli base on a video game 1989 movi,3.21
10232,Jie Mo Ren,"a colleg freshman, zhou xiaoan, accident put on a ring of unknown origin from the shang dynasti and spit out a horribl blood zombi from hi mouth. a secret in the histori of mankind is unveiled… sanfengzhang action chines anim supernatur base on a manga 2016 courseri",3.21
10233,Pony Metal U-GAIM Promotion Film,no synopsi yet - check back soon! kazuakimouri magic girl mecha sci fi cyborg henshin hero parodi promot robot 1986 movi,3.21
10235,Super Dragon Ball Heroes,no synopsi yet - check back soon! akiratoriyama action shounen alien hand to hand combat martial art promot short episod superpow 2018 longseri,3.21
10236,Gun Frontier,"gun frontier: a sacr land for true men; a place where the weak arent allow to dream! tochiro the samurai, the former sea pirat harlock, and the mysteri shinunora are search the western front of the usa. they must face bandits, corrupt sheriff and mani other dangers; but even if it mean tear gun frontier from end to end, tochiro will stop at noth to find a lost clan of japanes immigrants. it is they who can help him locat and rescu hi sister, a master weapon smith who wa kidnap for her abilities. leijimatsumoto action adventur comedi seinen america gun leijivers western base on a manga 2002 miniseri",3.21
10237,Geobreeders 2,"the kagura total secur team is back, and after a littl shoot accident, they are left without a home and office. look at thi as a minor inconvenience, the fieri randou, meek maya, exploit yoichi and the boss make their way on foot across japan. with the citi under attack from the phantom cats, the girl find themselv the target of a beauti and mysteri shooter. who is thi woman, and with such a coordin attack, just what are the phantom cat up to? kiyoshifukumoto action base on a manga 2000 ova",3.21
10238,Oyayubi Hime Monogatari,"a bratti girl name mia is given a book, thumbelina, which upon read she is shrunk and transport into the world of the book. she embark on a journey to return home, and to normal size make friend and learn lesson on the way, but that onli the begin of her adventures. hiromitsumorita adventur fantasi person in a strang world 1992 longseri",3.21
10239,Nem: Hatsukoi Gakuen Junai Ka,no synopsi yet - check back soon! nem school life vocaloid 2012 movi,3.21
10240,Gonna be the Twin-Tail!!,"souji is an averag high school boy and devot lover of pigtails. but when monster with a thirst for human spirit energi invad earth, souji (along with the help of a mysteri pig-tail stranger) must transform into a pigtail girl to defeat them. hiroyukikanb action comedi ecchi gender bender parodi superpow base on a light novel 2014 miniseri",3.21
10241,Hachioji-P: Little Scarlet Bad Girl,no synopsi yet - check back soon! wakamurap vocaloid cg anim 2015 movi,3.21
10246,Neko no Dayan: Fushigi Gekijou,third season of neko no dayan. hazumusakuta anim protagonist cat famili friendli non-human protagonist short episod 2016 longseri,3.21
10247,Denshin Mamotte Shugogetten!,"tasuk is an ordinari schoolboy who is protect by two rival guardian spirits, shaorin and ruuan. when a third spirit name kiryuu enter the fray with the appar purpos of make tasuk life a live hell, it’ onc again time for tasuk to demonstr how ani problem in the world can be solv by be a gener nice -- if a bit wishy-washi -- guy. but shaorin, whose world ha been turn upsid down, must now learn to cope with new and unfamiliar emotions, as well as discov the true mean of love. yukiokaizawa comedi romanc shounen magic base on a manga 2000 ova",3.21
10248,Supercell: Black Rock Shooter,no synopsi yet - check back soon! supercel action vocaloid 2008 movi,3.21
10249,Pinocchio-P: Akkanbee da,no synopsi yet - check back soon! pinocchio-p vocaloid 2013 movi,3.21
10252,Maiden Rose,"the 100-year truce between the countri of the world ha been broken as the empir of eurot invad and expand across the continent. free land are fall to the empir left and right, but offic taki with hi left hand man, klaus, is just bare abl to keep their expans at bay. but klau doesnt work for free and after everi battl seek compens from taki in the bedroom. taki keep silent becaus klau is a power ally, but can taki realli trust a knight who wa born in the empir of eurote... fusanosukeinariya bl drama yaoi adult coupl militari war base on a manga explicit sex, matur themes, physic abuse, sexual abus 2009 ova",3.21
10253,Nejishiki: Koibitomodachi,no synopsi yet - check back soon! nejishiki romanc vocaloid 2017 movi,3.21
10254,To Heart ~Remember My Memories~ Specials,no synopsi yet - check back soon! seikounagaoka comedi ecchi parodi 2006 movi,3.21
10255,Wakakusa no Yon Shimai,no synopsi yet - check back soon! kazuyamiyazaki drama slice of life america histor 1981 longseri,3.21
10256,Black Clover: The All Magic Knights Thanksgiving Festa,no synopsi yet - check back soon! yuukitabata comedi fantasi shounen magic base on a manga 2018 movi,3.21
10257,Legend of the Galactic Heroes: Golden Wings,"reinhard von musel is the son of a poor aristocrat family. when move into hi new home, he make an instant friendship with hi neighbour, a boy name siegfri kircheis. togeth under the watch eye of hi sister annerose, they live a bless time; but when hi sister is taken away to be the consort of the emperor, reinhard is furious. he join the militari - and induc kirchei to follow - so that he can right such wrongs. becom young commanders, they go to iserlohn fortress to defend it against the free planet alliance. however, that is not the onli threat reinhard face - the marquis benemude, the jealou ex-consort of the emperor, is more than will to threaten the brother of her rival... keizoushimizu action sci fi outer space space opera base on a novel violenc 1992 movi",3.21
10258,Scape Escape,"a man want to escape. he want to stay unaware, but he found them all. yukienakauchi no dialogu short 2014 movi",3.21
10259,Alice SOS,"takashi love read book and especi love alice\ adventur in wonderland. one day, he buy some use books, and he find one book thrown in. when takashi open the book, the god of math m-1 appeared. takashi is told that alic is kidnapped, and he\ ask to rescu her by m-1. and takashi goe on an adventur in wonderland to rescu alice. shingokaneko adventur alic in wonderland origin work 1998 longseri",3.21
10261,Sora no Manimani Specials,no synopsi yet - check back soon! mamikashiwabara comedi seinen slice of life base on a manga 2009 movi,3.21
10263,Lord Marksman and Vanadis: Tigre and Vanadish,no synopsi yet - check back soon! minoruashina comedi chibi short episod 2014 courseri,3.21
10264,Taiko no Tatsujin,no synopsi yet - check back soon! toukomachida short episod stop motion anim 2005 longseri,3.21
10265,Guru Guru Petit Anime Gekijou,no synopsi yet - check back soon! minoruashina comedi fantasi chibi short episod 2017 courseri,3.21
10266,Trava: Fist Planet,"take ani job that pay a lucr amount, ace pilot trava and mechan shinku are on their way to fist planet to take part in the speedmast race - a competit which of cours boast rather impress cash prizes. however, they first have a contract to survey area 78 on planet fable, someth which is make them both veri uneasy. onc in orbit, they pick up a young girl, mikuru, who ha been in cryosleep for an unknown amount of time and had her memori erased. what is mikuru past, whi were her memori blank and what secret doe fabl hold? katsuhitoishii action comedi mecha sci fi 2001 ova",3.21
10267,Gambo,a young girl ask a white bear to defeat a viciou ogr that is kidnap the first born girl of a small village. katsuhitoishii fantasi bear short origin work 2013 movi,3.21
10268,Tattoon Master,"while visit the legendari tattoon tribe, high school delinqu hideo mother trade her son hand in marriag for the abil to continu her research -- unbenounc to hideo, of course! to him, women are self centered, indulgent, and the sourc of all troubles, which make meet the eager to pleas nima all the more unappealing. now, with nima and class presid fujimatsu both after hi love, and new enemi aris from the woodwork, will hideo live long enough to fight anoth day? akihisayanari comedi ecchi seinen magic school life sudden girlfriend appear superpow base on a manga 1996 ova",3.21
10269,Interlude,"in japan, there is a disturb rumor be spread that people\ shadow are rip from their bodies, never to be seen again. for one young man, the frighten natur of thi rumor is just begin to manifest in the form of a nightmarish world that he can\t seem to escap from. in thi place full of dark minion and demons, he and hi friend fight futil against unknown enemies, onli to be brought back to the real world as quickli as they left it. is thi real, or a dream? onli one person hold the key to destroy and save the world as he know it... yukitoshihoutani action adventur ecchi mysteri sci fi base on a visual novel violenc 2004 ova",3.21
10271,Rose O'Neill Kewpie,"kewpie, the babylik doll that the late american artist rose oneil creat for ladi home journal magazin in 1909, will celebr it 100th anniversari thi decemb with it first anim project. masatsuguarakawa comedi short episod 2009 longseri",3.21
10272,Komorebi Mori no Ibaraido CM: Mori no Seirei to Asobou!,no synopsi yet - check back soon! yoshiharusat famili friendli promot short 2016 movi,3.21
10273,9mm Parabellum Bullet: Setsuna Drive,no synopsi yet - check back soon! 9mmparabellumbullet vocaloid 2014 movi,3.21
10274,Keina Suda: Setsuna no Uzu,"the offici music video for the vocaloid song\xa0setsuna no uzu\xa0from the album\xa0billow, by\xa0keina suda. avogado6 car vocaloid 2020 movi",3.21
10275,LINE Novel CM,no synopsi yet - check back soon! loundraw commerci promot short episod 2019 movi,3.21
10276,Toradora SOS! Hurray for Gourmands,"recently, variou food-rel issu have been plagu everyone,\xa0from ami’ pud woe to yuri-sensei’ curri rejection. in an effort to cheer everyon up, ryuuji’ foolproof plan is to take them all to a famili restaurant. however, with each visit, a chanc encount with minorin soon turn hi plan upsid down. whether the pair end up in a battl over which is best -\xa0spaghetti with meat or seafood -\xa0or compar their knowledg of curry, their time togeth alway manag to be eventful. yukarihashimoto comedi shounen chibi food and beverag base on a light novel 2009 movi",3.21
10277,Master of Mosquiton '99,"one fate day, inaho -- a model cathol high school student -- meet a vampir name mosquiton and hi two sidekicks: honou and yuuki. join by a gorgeou wolfladi and a kindheart brute, they set out to search for the mystic item call o-parts. these mysteri treasures, difficult to obtain, are rumor to give incomprehens power to the one who manag to obtain and activ them with an o-part key. satoruakahori action comedi non-human protagonist school life supernatur vampir base on a manga 1997 longseri",3.21
10278,Sketchbook ~full color's~ Picture Drama,no synopsi yet - check back soon! totankobako comedi shounen slice of life art pictur drama base on a manga 2008 movi,3.21
10279,Honoo no Tenkousei,"takisawa noboru is the new blaze transfer student at honjakuniku high school -- an educ institut where matter are settl by the onli logic thing: fighting! with hi first 5 minut mar by an unpleas encount with hall monitor jonoichi yukari, noboru know he\ off to a bad start; but thing onli get wors from there! to win the heart of the fair maiden takamura yukari, noboru must battl the resid badass of the school, mushicho ibuki, befor ibuki win her as a trophi in the arena! kazuhikoshimamoto action comedi shounen sport box hand to hand combat parodi school life base on a manga 1991 ova",3.21
10281,Mazica Party,"the stori center on wizard who gather mazica in order to save the world. junior high school student kezuru wake up after a strang dream featur himself as a wizard, a creatur call mazin, and a mysteri girl. the next day, hi friend kuracchi proudli show off the newli launched\xa0mazica party\xa0card game. to kezuru\ shock, all the charact drawn in the game\ card are just like the one in hi dream. takaratomi fantasi card battl magic 2021 movi",3.21
10284,22/7: Ano Hi no Kanojo-tachi,no synopsi yet - check back soon! akikofujita slice of life idol short episod 2018 ova,3.21
10285,Mini Hama,a seri featur super deform version of the hamatora characters. masaomiand comedi seinen chibi school life short episod base on a manga 2015 movi,3.21
10286,Thundercats Snarf: Butterfly Blues,no synopsi yet - check back soon! takuotominaga comedi fantasi childcar non-human protagonist short base on a cartoon 2011 movi,3.21
10287,Winter Sonata: Episode 0,episod 21.5 of winter sonata. yoonsuk-ho drama romanc korean anim base on a tv seri 2009 movi,3.21
10288,Teekyuu 2,second season of teekyuu. root comedi shounen gag school club school life short episod base on a manga 2013 miniseri,3.21
10289,Ace wo Nerae!,"nishi high is known for it famou tenni program and it star femal player reika ryuuzaki, nicknam madam butterfly. thi is her senior year and there is a flock of freshman girl join the tenni team just to be close to their idol. one of these freshmen, hiromi, is singl out by the new and mysteri coach; her dedic and natur talent catch hi eye and lead him to make her a start player. hiromi talent begin to develop into skill; and as she begin to gain the recognit of her peers, reika interest - as well as her jealousi - is piqued... sumikayamamoto drama shoujo sport school life tenni base on a manga 1973 longseri",3.21
10290,Morita-san wa Mukuchi TV,"mayu learn everyth she know about manner from her mother – most importantly, that in ani conversation, she should make eye contact at all time and let the other person finish their thought complet befor responding. unfortun for mayu, thi advic is difficult to follow when your friend are a bunch of talk high school girls, and ha left everyon think she overli quiet and shi instead! with good friend such as chatti miki and shi hana besid her, mayu will silent navig her high school life and have plenti of fun in the process! taesano comedi seinen slice of life iyashikei school life short episod base on a 4-koma manga base on a manga 2011 miniseri",3.21
10292,Blue Dragon: Trials of the Seven Shadows,"after their previou adventures, shu and bouquet join a resist group to fight gener rogi invad army. they encount a mysteri child, noi, who ha the power to reviv shu blue dragon shadow, and he then save noi from the pursuit of a red dragon. now shu and hi compani must onc more embark on a journey to discov the purpos of the dragons, undergo tests, and stop the chain of event that threaten the fate of humanity. akiratoriyama adventur fantasi dragon base on a video game 2008 longseri",3.21
10293,Kigyou Senshi Arslan,the short reimagin the televis anime\ main charact as corpor warrior in modern society. hiromuarakawa comedi shounen parodi short episod work life base on a manga 2015 ova,3.21
10294,"We, Without Wings - Under the Innocent Sky","in the big citi of yanagihara, the mass of peopl and build make it a bustl place to exist, and yet, peopl will meet and fall in love here in thi city. shinjiushiro comedi drama harem romanc panti shot base on an erog base on a visual novel explicit sex 2011 miniseri",3.21
10295,Nem: Kaitou Peter & Jenny,no synopsi yet - check back soon! nem vocaloid 2012 movi,3.21
10296,Astro Boy (2003),"after a horrif car crash, dr tenma lost hi belov son tobio. out of grief, he built a robot son name astro as a replacement; but soon after, dr tenma had the boy deactiv and put into a deep sleep. in the present, the scientist dr oshea find astro and risk everyth to reactiv him, train him to be a hero of justice, and rais him to be a function member of society. amidst the prejudic of humanity, the pacifist astro will promot peace, battl the forc of injustice, and attempt to bridg the gap between human and machines. kazuyakonaka sci fi shounen android non-human protagonist robot superhero base on a manga 2003 longseri",3.21
10298,Love and Lies OVA,no synopsi yet - check back soon! musawotsumugi romanc shounen arrang marriag love triangl base on a manga 2018 movi,3.21
10299,Haunted Junction,"haruto hojo is the son of a priest, which might sound normal. however, hi school is the ground zero gather point for everyth ghost, spirit, and likewise, thank to the obsess (and also a ghost) headmast of the school! in order to make sure everyth run normally, hojo (who just want to live a normal life), along with mutsuki (prodig japanes priestess), and kazumi (a frequent possess monk), complet task that onli seem to make the school more strang and hectic! nemumukudori comedi shounen episod exorcist school club school life supernatur base on a manga 1997 miniseri",3.21
10302,Washimo 2,second season of washimo. toshifumikawas comedi short episod base on a pictur book 2015 courseri,3.21
10303,Washimo 3,third season of washimo. toshifumikawas comedi short episod base on a pictur book 2015 longseri,3.21
10305,"Ima, Futari no Michi","the anim stori focus on a pair of 16-year-old high school student who experi the tohoku disast and grow in the aftermath. jun agatsuma father is a doctor, and she worri about the future. kunpei satō father is a fisherman, and it wa decid that the boy will succeed hi father in the job. the pair live are suddenli disrupt when the 2011 earthquak and tsunami hit their area. the two determin their futur as miyagi prefectur recov in the wake of the disaster. susumunishizawa drama earthquak natur disast short 2015 movi",3.21
10307,Dogtanian and the Three Muskehounds,"it is the earli 17th centuri in france. dogtanian is a simpleton countrysid dog that aspir to join the rank of the royal musket – the person guard of king of franc loui xiii and hi queen, ann of austria. thirsti for adventures, he never look back to an opportun to save the day or hi belov julliet. togeth with hi friend sandi the horse; planchet the servant; and the three muskehound athos, portho and aramis; dogtanian will fight cardin richelieu evil plot to seiz the power of france. however, hi goal won’t be easy, as cardin richelieu ha power alli that will do anyth to defeat the nobl musket includ the treacher milady, the ever-fleet count rochefort and the clumsi captain widdemer. katsuhisahattori action comedi fantasi 17th centuri anim protagonist anthropomorph dog europ franc histor non-human protagonist swordplay base on a novel 1981 longseri",3.21
10311,The Nighthawk Star,"the star in the sky seem to maintain the remote, etern order which earthbound soul can hardli hope to attain, as it would take except energi to transform oneself from an earthli creatur into a brightli shine star. however, the ugli nighthawk who had experienc great hardship be despis by fellow bird manag to convert that hardship into enorm energi to fli up to heaven, and in the end could glow as the nighthawk star. ryukato fantasi short 2013 movi",3.21
10312,Pokemon Ranger: Guardian Signs,"while children such as ash collect pokemon and battl it out with fellow trainers, others, like ben, are pokemon rangers. these special peopl must keep pokemon safe from the like of pokemon napper – thiev that poach and sell the creatur for profit. as a pokemon ranger, ben\xa0wil go toe to toe with the evil red eyes, save latio and even raikou, and becom friend with a special ukulele-play pichu. norihikosut adventur fantasi shounen element power famili friendli monster short episod base on a video game 2010 ova",3.21
10314,Noriyuki Makihara: Riyuu,no synopsi yet - check back soon! ryukato abstract 2016 movi,3.21
10315,Galaxy Fraulein Yuna Returns,"somewhere, some time, deep in the recess of the galaxy, a robot trio of sister are shun by their creators, and left to rot in a supernova. after somehow manag to escape, the cybernet beauti have one thing in mind -- vengeance. look like earth is in for some troubl -- that is, until it favorit protector arriv to save the day! join yuna, polylina, and the rest of the gang as they fight for justic in the name of the galaxy. akiyukisimbo action adventur comedi drama mecha sci fi android outer space power suit robot base on a video game violenc 1996 ova",3.21
10316,Pyun Pyun Maru,no synopsi yet - check back soon! jiroutsunoda comedi shounen ninja base on a manga 1967 longseri,3.21
10317,Superflat Monogram,"a young girl is stand outsid a store, use her mobil phone, when a strang forc wrench that phone from her hand and drop it onto the ground. when she goe to pick up her phone she find that a fantast strang creatur ha pick it up first - and eat it. she furiou - until it eat her too! apparently, be eaten throw her into a bizarr and disori realiti full of shift shape and colors... and all she want is her phone back! mamoruhosoda fantasi abstract bear short 2003 movi",3.21
10318,Yokomin: Snow Bullet,no synopsi yet - check back soon! yokomin vocaloid 2016 movi,3.21
10319,Lord of Lords Ryu Knight: Adeu's Legend II,"giltz ha been defeated, and peac ha return at last to earthtia. the band of hero ha gone their separ ways, but now paffy, izumi and adeu must reunit onc more to vanquish a new threat: dyuma, a king, lust for the power of the demon dial of destruct – and with it, the world could be destroyed. he use empress of silence, sophie, to help in hi evil quest; for she ha the power to control ryu and take their souls. can adeu and the other save earthtia yet again? takehikoito action adventur fantasi mecha 1995 ova",3.21
10320,Attack on Titan Picture Drama,no synopsi yet - check back soon! hajimeisayama comedi fantasi shounen chibi pictur drama base on a manga flash anim 2013 movi,3.21
10324,Hakimono to Kasa no Monogatari,no synopsi yet - check back soon! koujinank romanc adult coupl minna no uta neighbor 2015 movi,3.21
10325,Illion: Miracle,no synopsi yet - check back soon! shunjiiwai fantasi abstract psycholog 2016 movi,3.21
10326,Kyouryuu Tankentai Born Free,no synopsi yet - check back soon! toorufuyuki sci fi dinosaur 1976 longseri,3.21
10327,Titana: Aiiru Periru,no synopsi yet - check back soon! titana vocaloid 2018 movi,3.21
10328,Working Buddies! No 2!,second season of work buddies! tomoyatakashima comedi anim protagonist anthropomorph cat cowork episod famili friendli non-human protagonist short episod work life origin work 2018 miniseri,3.21
10331,Futari Zamurai Homare no Kawakiri,no synopsi yet - check back soon! ryouheiyanagihara no dialogu samurai short swordplay 1963 movi,3.21
10332,Dragon Age: Dawn of the Seeker,"a brash young seeker - cassandra - is accus of treason as she fight a conspiraci that threaten the realm most power religi order. with her life on the line, she must clear her name and expos those work to destroy the divine. fumihikosori action fantasi magic swordplay base on a video game cg anim violenc 2012 movi",3.21
10333,RoboMasters The Animated Series,"the robomast the anim seri anim project will depict colleg student as they prepar and particip in a robomast tournament, and will depict the tournament in cg. yasutakayamamoto action proxi battl robot tournament 2017 movi",3.21
10334,All Purpose Cultural Cat Girl Nuku Nuku TV,"nuku nuku is a cat-android hybrid who wa creat to protect the peac and thwart the evil scheme of the mishima corporation. she live with her creator famili and masquerad as an ordinari human school girl; howev her felin instinct and android strength threaten to reveal her true identity. nevertheless, she often find herself forc to use her super-human abil to protect humanity, usual from the compani malfunct products, but will her secret be discov in the process? yuuzoutakada action comedi sci fi seinen android non-human protagonist robot school life base on a manga 1998 miniseri",3.21
10335,Ninku,"in the war, a group of warrior call ninku fought against the imperi armi and almost anihil it. but in the end, the ninku lost and got shattered. after the war, the imperi armi establish themselv as the defend of the peopl with the help of propaganda. they also manag to get the peopl to think the ninku were the villain and had start the war. fusuk look like a child but he is the former captain of the first ninku division. hi mother wa taken dure the war and after the ninku were defeated, he goe on a journey to find her. on hi journey he meet aicho and touji, both also former ninku captains, and togeth they fight against the imperi armi that tri to kill the last remain ninkus. koujikiriyama action adventur shounen war base on a manga violenc 1995 longseri",3.21
10336,Project A-Ko 3: Cinderella Rhapsody,"spring is in the air, and that mean love is sure to follow. or at least, overpow redhead a-ko realli hope it does! while out shop for the perfect dress, a-ko get into an argument with normal carefre c-ko, who\ more interest in have fun than have a boyfriend. when c-ko run away, she\ nearli hit by handsom hunk and motorcyclist kei, who in turn is hit by a panick a-ko rush after her friend. left with onli a glass slipper ear to rememb her by, when a-ko and kei meet again at a-ko\ part-tim job, the passion of youth is sure to bloom! or will it? throw in conniv b-ko\ plan to ruin anyth good for a-ko, a petul c-ko, and a whole mess of mecha, and you\v got yourself a cinderella rhapsody! yuujimoriyama sci fi origin work 1988 movi",3.21
10338,DNA Sights 999.9,"in the earli 21st century, a great meteor struck the earth, destroy everyth in it path. amidst the chao and destruction, a fleet known as the trader forc quickli conquer the planet and befor long, help usher human into a new dark age. in the present, an ordinari boy name tetsur ha becom involv in the struggl between the invad and mankind. now, with newfound powers, two unlik companion and an otherwordli beauti at hi side, tetsur must help bring an end to the trader forc and free mankind forever! leijimatsumoto sci fi leijivers base on a manga 1998 movi",3.21
10339,Gall Force 1: Eternal Story,"in the distant reach of the galaxy, the all-femal solnoid and alien paranoids, two advanc civilizations, have been at war for centuries. in the midst of a battle, a so is sent for the solenoid fleet to protect a newly-terraform planet from\xa0it enemies; but dure the escape, one ship wa left behind, crippl and wounded. with onli a hand of survivor left, the star leaf must now race against the clock\xa0to rendev at planet chaos... that is, until someth goe terribl wrong. katsuhitoakiyama action sci fi outer space origin work nuditi 1986 movi",3.21
10340,MTV ULTRAHITS: Execute ID,"a station identif anim for\xa0mtv ultrahits, direct by naoya hirata. naoyahirata abstract no dialogu promot station identif 2019 movi",3.21
10341,Nakazawa Tomoyuki: Perverse Love Rock!,no synopsi yet - check back soon! tomoyukinakazawa vocaloid cg anim 2014 movi,3.21
10342,Flowers,"a girl who love to danc but ha no talent. talent is not someth to be ad on, but rather complement what is lacking. the import thing is to continu keep the easili wilt flower bloom beautifully. toyomimorishita come of age danc no dialogu short origin work 2011 movi",3.21
10344,Bring me up,"almost everyon in contemporari societi is pick up and move by someon or someth like a sugoroku. the first one which pick up is parents. a boy grow up along a sugoroku. thi work describ the process of hi growth for which he depend on hi parents. hi famili play the part of role in sugoroku. hi father run a dice and hi mother pick him up, and he goe on hi way passively. by when doe the famili system like sugoroku continue? one day he decid to cut off hi relationship with hi family... mikitanaka abstract no dialogu short 2010 movi",3.21
10346,"Wake Up, Girls! New Chapter","the new anim will featur the previou wake up, girls! group members, but it will also add new characters. shinitagaki idol music showbiz origin work 2017 miniseri",3.21
10347,Fake,"dure a much need vacat in england, american cop dee laytner and randi mcclane find out that danger ha found them yet again. their hotel, it seems, is under investig for a seri of murder which cannot be solved, perplex local author and visitor alike. now, dee clever plan to take randi virgin must be stall in lieu of the investigation, sinc hesit might cost both of them their lives! sanamimatoh bl mysteri shounen-ai yaoi adult coupl detect england europ matur romanc base on a manga 1998 movi",3.21
10348,Amon: Apocalypse of Devilman,"time ha pass sinc akira fudo wa possess by the power demon amon, give him the abil to chang into devilman. human have becom increasingli paranoid of demon attacks, resort to murder of innoc civilian with mob mental – among nicer things. akira continu to fight against the demon armi with hi companion – but when hi girlfriend miki is brutal murdered, hi will break and the sadist amon is unleashed, control hi body. the final battl await in akira’ mind – can he defeat amon and control hi bodi onc more? gonagai action horror seinen demon supernatur base on a manga explicit violence, nuditi 2000 movi",3.2
10349,Super Deformed Double Feature,"everyth more fun when your shrunk down to chibi size! first, the crew of the star leaf give a behind the scene look at the make of gall force: etern story, outtak and all! next, the biggest and last super race of the centuri is take place - and plenti of top candid are compet in an attempt to win the genom trophy, worth ten billion dollars! member of the knight riders, the star leaf and more are out for victori by ani mean possible; who will succeed? hiroyukifukushima action comedi sci fi sport chibi crossov parodi race 1988 ova",3.2
10350,Jewelpet Sunshine,"ruby, a white japanes hare, studi with her friends, especi with her classmat and roommat kanon mizushirou, they will face variou hilari situat and sometim will gather to collabor although they despis each other. rubi and her friend will do anyth to graduat and follow their dreams. the stori involv also the love triangl both ruby, kanon and mikage, moreover, thi feel of both, which have to mikage, will ensur that the hatr between rubi and kanon increases. the plum section of the 3rd grade class at the sunshin academi in jewel land are also known as the leftovers. rubi and her classmat aim to graduat and follow their dreams. takayukiinagaki fantasi anim protagonist famili friendli non-human protagonist sanrio charact 2011 longseri",3.2
10354,A Hundred Percents,newcom news announc kazuyo hata is conflict by her pure heart and bodili desires. she tri to navig both the tv industri and offic romanc with her goofi disposition. kimioyanagisawa comedi romanc work life base on a manga 1990 movi,3.2
10355,PoPo Loouise,no synopsi yet - check back soon! osamusakai famili friendli minna no uta 2008 movi,3.2
10356,Nejishiki: Piña Colada,no synopsi yet - check back soon! nejishiki gl shoujo-ai alcohol food and beverag vocaloid 2017 movi,3.2
10357,Culture City of East Asia 2019 Toshima,no synopsi yet - check back soon! yokokuno slice of life origin work 2018 movi,3.2
10358,Bakkyuu HIT! Crash B-Daman,"hitto tamaga live on hi own after hi father had gone missing, receiv a crash b-daman, hi first b-daman, as hi birthday present from hi miss father. “crash your adversity!” hold thi messag from hi father in hi heart, hitto make up hi mind to particip in b-daman battl tournament call “b-1 crash cup.” through the battles, hitto encount a lot of rival and sometim develop friendship with them. after the tournament, he come to know about a secret societi of rascal b-der who find reason for live onli in crashing. what is their true purpose? and what secret is there behind hitto’ b-daman? go! fight, hitto! crash the evil and grab your futur in your own hand! yoshiakiokumura action adventur fantasi shounen famili friendli 2006 longseri",3.2
